"Q","T","U:0","U:1","U:2","Umag","Ux","Uy","Uz","epsilon","k","nut","p","p_rgh","vorticity:0","vorticity:1","vorticity:2","wallHeatFlux","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.049272,320.91,0.16494,-0.014275,0.055985,0.17553,0.16494,-0.014275,0.055985,0.0045909,0.022247,0.0091117,-16.133,0.18142,-0.39748,-0.16708,0.82077,0,0,0,0,0,1,1.3067,1.3067,2.5,1.5
0.046962,320.89,0.16869,0.00016566,0.064032,0.1829,0.16869,0.00016566,0.064032,0.0045693,0.022213,0.0091279,-16.132,0.17527,-0.4095,-0.19738,0.81256,0,0,0,0,0,1,1.33,1.33,2.5,1.5
0.044651,320.88,0.17243,0.014606,0.072078,0.19028,0.17243,0.014606,0.072078,0.0045477,0.022179,0.0091442,-16.132,0.16912,-0.42153,-0.22768,0.80435,0,0,0,0,0,1,1.3533,1.3533,2.5,1.5
0.04234,320.87,0.17618,0.029047,0.080125,0.19766,0.17618,0.029047,0.080125,0.004526,0.022145,0.0091604,-16.132,0.16298,-0.43356,-0.25797,0.79614,0,0,0,0,0,1,1.3767,1.3767,2.5,1.5
0.04003,320.85,0.17992,0.043487,0.088172,0.20503,0.17992,0.043487,0.088172,0.0045044,0.022111,0.0091767,-16.132,0.15683,-0.44559,-0.28827,0.78794,0,0,0,0,0,1,1.4,1.4,2.5,1.5
0.034128,320.88,0.18253,0.056503,0.098099,0.21597,0.18253,0.056503,0.098099,0.0044583,0.022068,0.0092403,-16.132,0.15118,-0.44388,-0.29886,0.75649,0,0,0,0,0,1,1.4233,1.4233,2.5,1.5
0.028226,320.91,0.18515,0.069519,0.10803,0.22691,0.18515,0.069519,0.10803,0.0044121,0.022026,0.0093039,-16.132,0.14554,-0.44217,-0.30945,0.72505,0,0,0,0,0,1,1.4467,1.4467,2.5,1.5
0.022324,320.94,0.18776,0.082535,0.11795,0.23786,0.18776,0.082535,0.11795,0.004366,0.021984,0.0093674,-16.131,0.13989,-0.44046,-0.32004,0.69361,0,0,0,0,0,1,1.47,1.47,2.5,1.5
0.016422,320.97,0.19037,0.095551,0.12788,0.2488,0.19037,0.095551,0.12788,0.0043198,0.021941,0.009431,-16.131,0.13424,-0.43875,-0.33062,0.66216,0,0,0,0,0,1,1.4933,1.4933,2.5,1.5
0.010391,321.03,0.192,0.10631,0.13754,0.25941,0.192,0.10631,0.13754,0.0042688,0.021933,0.0095409,-16.131,0.12944,-0.43166,-0.32456,0.62257,0,0,0,0,0,1,1.5167,1.5167,2.5,1.5
0.0043071,321.11,0.19325,0.11618,0.1471,0.26988,0.19325,0.11618,0.1471,0.004216,0.021937,0.0096692,-16.13,0.12499,-0.42242,-0.31183,0.57971,0,0,0,0,0,1,1.54,1.54,2.5,1.5
-0.0017765,321.18,0.1945,0.12604,0.15666,0.28036,0.1945,0.12604,0.15666,0.0041631,0.021942,0.0097976,-16.13,0.12053,-0.41317,-0.29911,0.53685,0,0,0,0,0,1,1.5633,1.5633,2.5,1.5
-0.00786,321.26,0.19574,0.1359,0.16622,0.29083,0.19574,0.1359,0.16622,0.0041102,0.021947,0.0099259,-16.13,0.11608,-0.40393,-0.28638,0.49399,0,0,0,0,0,1,1.5867,1.5867,2.5,1.5
-0.012885,321.35,0.1964,0.14425,0.17486,0.30004,0.1964,0.14425,0.17486,0.0040654,0.021994,0.010078,-16.129,0.11239,-0.39426,-0.26686,0.45115,0,0,0,0,0,1,1.61,1.61,2.5,1.5
-0.016497,321.45,0.19628,0.15057,0.18228,0.30754,0.19628,0.15057,0.18228,0.0040313,0.022097,0.010263,-16.129,0.10972,-0.38403,-0.23828,0.40835,0,0,0,0,0,1,1.6333,1.6333,2.5,1.5
-0.02011,321.56,0.19616,0.15689,0.1897,0.31505,0.19616,0.15689,0.1897,0.0039973,0.022199,0.010447,-16.129,0.10704,-0.3738,-0.20969,0.36554,0,0,0,0,0,1,1.6567,1.6567,2.5,1.5
-0.023722,321.67,0.19604,0.16321,0.19712,0.32255,0.19604,0.16321,0.19712,0.0039632,0.022302,0.010632,-16.128,0.10437,-0.36357,-0.18111,0.32274,0,0,0,0,0,1,1.68,1.68,2.5,1.5
-0.026904,321.78,0.19575,0.1691,0.20411,0.32952,0.19575,0.1691,0.20411,0.0039332,0.02242,0.010821,-16.128,0.10199,-0.35356,-0.15156,0.28096,0,0,0,0,0,1,1.7033,1.7033,2.5,1.5
-0.027499,321.89,0.19442,0.17239,0.2085,0.33325,0.19442,0.17239,0.2085,0.0039272,0.022626,0.011042,-16.128,0.10139,-0.34485,-0.11619,0.24535,0,0,0,0,0,1,1.7267,1.7267,2.5,1.5
-0.028095,322.01,0.1931,0.17569,0.21289,0.33699,0.1931,0.17569,0.21289,0.0039212,0.022833,0.011263,-16.128,0.10079,-0.33615,-0.080817,0.20973,0,0,0,0,0,1,1.75,1.75,2.5,1.5
-0.02869,322.13,0.19178,0.17899,0.21728,0.34072,0.19178,0.17899,0.21728,0.0039152,0.02304,0.011483,-16.128,0.10018,-0.32744,-0.045445,0.17412,0,0,0,0,0,1,1.7733,1.7733,2.5,1.5
-0.029286,322.25,0.19046,0.18228,0.22168,0.34446,0.19046,0.18228,0.22168,0.0039092,0.023246,0.011704,-16.128,0.09958,-0.31873,-0.010072,0.1385,0,0,0,0,0,1,1.7967,1.7967,2.5,1.5
-0.027914,322.37,0.18838,0.18372,0.22336,0.34519,0.18838,0.18372,0.22336,0.0039186,0.023507,0.01194,-16.128,0.10061,-0.31103,0.024821,0.11108,0,0,0,0,0,1,1.82,1.82,2.5,1.5
-0.026215,322.49,0.18618,0.18485,0.2246,0.34542,0.18618,0.18485,0.2246,0.0039306,0.023776,0.012179,-16.128,0.10191,-0.3035,0.059634,0.085014,0,0,0,0,0,1,1.8433,1.8433,2.5,1.5
-0.024515,322.61,0.18398,0.18597,0.22584,0.34564,0.18398,0.18597,0.22584,0.0039426,0.024046,0.012418,-16.128,0.10321,-0.29596,0.094447,0.058952,0,0,0,0,0,1,1.8667,1.8667,2.5,1.5
-0.022816,322.73,0.18178,0.1871,0.22708,0.34587,0.18178,0.1871,0.22708,0.0039546,0.024315,0.012657,-16.128,0.10451,-0.28843,0.12926,0.032889,0,0,0,0,0,1,1.89,1.89,2.5,1.5
-0.020398,322.84,0.17929,0.18745,0.22674,0.34453,0.17929,0.18745,0.22674,0.0039671,0.024584,0.012898,-16.128,0.10659,-0.28095,0.16103,0.011782,0,0,0,0,0,1,1.9133,1.9133,2.5,1.5
-0.01744,322.95,0.1766,0.18722,0.22521,0.34201,0.1766,0.18722,0.22521,0.00398,0.024854,0.013142,-16.128,0.10924,-0.2735,0.19052,-0.0056106,0,0,0,0,0,1,1.9367,1.9367,2.5,1.5
-0.014482,323.06,0.1739,0.18698,0.22368,0.33949,0.1739,0.18698,0.22368,0.0039929,0.025123,0.013385,-16.128,0.1119,-0.26606,0.22002,-0.023003,0,0,0,0,0,1,1.96,1.96,2.5,1.5
-0.011524,323.17,0.1712,0.18675,0.22215,0.33697,0.1712,0.18675,0.22215,0.0040057,0.025392,0.013628,-16.128,0.11456,-0.25861,0.24951,-0.040395,0,0,0,0,0,1,1.9833,1.9833,2.5,1.5
-0.0084516,323.28,0.16846,0.18629,0.22001,0.33391,0.16846,0.18629,0.22001,0.0040152,0.025646,0.013869,-16.128,0.11741,-0.251,0.27685,-0.056002,0,0,0,0,0,1,2.0067,2.0067,2.5,1.5
-0.0050908,323.38,0.16561,0.18529,0.21635,0.32951,0.16561,0.18529,0.21635,0.004016,0.025862,0.014103,-16.129,0.12075,-0.24296,0.2988,-0.067145,0,0,0,0,0,1,2.03,2.03,2.5,1.5
-0.00173,323.49,0.16276,0.18428,0.21269,0.32512,0.16276,0.18428,0.21269,0.0040168,0.026078,0.014337,-16.129,0.12409,-0.23492,0.32075,-0.078289,0,0,0,0,0,1,2.0533,2.0533,2.5,1.5
0.0016308,323.59,0.1599,0.18327,0.20903,0.32072,0.1599,0.18327,0.20903,0.0040176,0.026294,0.014572,-16.129,0.12743,-0.22689,0.3427,-0.089432,0,0,0,0,0,1,2.0767,2.0767,2.5,1.5
0.0049916,323.69,0.15705,0.18227,0.20536,0.31632,0.15705,0.18227,0.20536,0.0040184,0.026509,0.014806,-16.129,0.13077,-0.21885,0.36465,-0.10058,0,0,0,0,0,1,2.1,2.1,2.5,1.5
0.0081242,323.79,0.15426,0.18081,0.20024,0.31082,0.15426,0.18081,0.20024,0.004003,0.026646,0.015021,-16.13,0.13419,-0.21016,0.37862,-0.10809,0,0,0,0,0,1,2.1233,2.1233,2.5,1.5
0.011257,323.89,0.15147,0.17936,0.19513,0.30531,0.15147,0.17936,0.19513,0.0039875,0.026783,0.015236,-16.13,0.13761,-0.20148,0.39259,-0.11561,0,0,0,0,0,1,2.1467,2.1467,2.5,1.5
0.01439,323.99,0.14869,0.17791,0.19001,0.29981,0.14869,0.17791,0.19001,0.0039721,0.02692,0.01545,-16.13,0.14102,-0.19279,0.40657,-0.12313,0,0,0,0,0,1,2.17,2.17,2.5,1.5
0.017522,324.09,0.1459,0.17645,0.18489,0.2943,0.1459,0.17645,0.18489,0.0039566,0.027057,0.015665,-16.13,0.14444,-0.18411,0.42054,-0.13065,0,0,0,0,0,1,2.1933,2.1933,2.5,1.5
0.020153,324.19,0.14323,0.17477,0.17919,0.28843,0.14323,0.17477,0.17919,0.0039323,0.02714,0.015861,-16.131,0.14758,-0.17529,0.42909,-0.13693,0,0,0,0,0,1,2.2167,2.2167,2.5,1.5
0.022582,324.29,0.1406,0.17299,0.17325,0.28241,0.1406,0.17299,0.17325,0.0039045,0.027202,0.016049,-16.131,0.15059,-0.16641,0.43548,-0.14271,0,0,0,0,0,1,2.24,2.24,2.5,1.5
0.025012,324.38,0.13798,0.17122,0.16732,0.27638,0.13798,0.17122,0.16732,0.0038767,0.027264,0.016237,-16.131,0.15361,-0.15754,0.44187,-0.1485,0,0,0,0,0,1,2.2633,2.2633,2.5,1.5
0.027442,324.48,0.13536,0.16944,0.16138,0.27036,0.13536,0.16944,0.16138,0.0038488,0.027326,0.016426,-16.131,0.15663,-0.14866,0.44826,-0.15428,0,0,0,0,0,1,2.2867,2.2867,2.5,1.5
0.029422,324.58,0.13283,0.16754,0.15535,0.26432,0.13283,0.16754,0.15535,0.0038193,0.027367,0.0166,-16.131,0.15932,-0.14002,0.45165,-0.1597,0,0,0,0,0,1,2.31,2.31,2.5,1.5
